director_din,director_name,din_status,total_directorships,risky_directorships,director_stress_score,director_stress_pct,risk_flag_details,computed_timestamp
3651,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L48027CG2010PLC000365"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363194
3652,Neha Patel,active,1,1,10.0,100.0,"[{""L48027CG2010PLC000365"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363223
3653,Rahul Iyer,active,1,1,10.0,100.0,"[{""L48027CG2010PLC000365"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363253
3661,Neha Patel,active,1,1,10.0,100.0,"[{""L39667AS2010PLC000366"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363283
3662,Rahul Iyer,active,1,1,10.0,100.0,"[{""L39667AS2010PLC000366"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363314
3663,Kavita Gupta,active,1,1,10.0,100.0,"[{""L39667AS2010PLC000366"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363343
3671,Rahul Iyer,active,1,1,10.0,100.0,"[{""L62587GA2010PLC000367"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363373
3672,Kavita Gupta,active,1,1,10.0,100.0,"[{""L62587GA2010PLC000367"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363411
3673,Amit Nair,active,1,1,10.0,100.0,"[{""L62587GA2010PLC000367"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363438
3681,Kavita Gupta,active,1,1,10.0,100.0,"[{""L24504LD2010PLC000368"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363472
3682,Amit Nair,active,1,1,10.0,100.0,"[{""L24504LD2010PLC000368"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363503
3683,Sunita Rao,active,1,1,10.0,100.0,"[{""L24504LD2010PLC000368"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363532
3691,Amit Nair,active,1,1,10.0,100.0,"[{""L46141AS2010PLC000369"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363576
3692,Sunita Rao,active,1,1,10.0,100.0,"[{""L46141AS2010PLC000369"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363608
3693,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L46141AS2010PLC000369"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363641
3701,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L82972TR2010PLC000370"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363672
3702,Anita Desai,active,1,1,10.0,100.0,"[{""L82972TR2010PLC000370"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363940
3703,Vivek Mehta,active,1,1,10.0,100.0,"[{""L82972TR2010PLC000370"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.363993
3711,Anita Desai,active,1,1,10.0,100.0,"[{""L97117LD2010PLC000371"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364033
3712,Vivek Mehta,active,1,1,10.0,100.0,"[{""L97117LD2010PLC000371"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364067
3713,Priya Menon,active,1,1,10.0,100.0,"[{""L97117LD2010PLC000371"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364101
3721,Vivek Mehta,active,1,1,10.0,100.0,"[{""L53623MN2010PLC000372"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364133
3722,Priya Menon,active,1,1,10.0,100.0,"[{""L53623MN2010PLC000372"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364164
3723,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L53623MN2010PLC000372"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364195
3731,Priya Menon,active,1,1,10.0,100.0,"[{""L61411KA2010PLC000373"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364227
3732,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L61411KA2010PLC000373"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364259
3733,Neha Patel,active,1,1,10.0,100.0,"[{""L61411KA2010PLC000373"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364290
3741,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L24642KL2010PLC000374"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364322
3742,Neha Patel,active,1,1,10.0,100.0,"[{""L24642KL2010PLC000374"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364351
3743,Rahul Iyer,active,1,1,10.0,100.0,"[{""L24642KL2010PLC000374"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364383
3751,Neha Patel,active,1,1,10.0,100.0,"[{""L69300BR2010PLC000375"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364416
3752,Rahul Iyer,active,1,1,10.0,100.0,"[{""L69300BR2010PLC000375"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364459
3753,Kavita Gupta,active,1,1,10.0,100.0,"[{""L69300BR2010PLC000375"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364490
3761,Rahul Iyer,active,1,1,10.0,100.0,"[{""L56003CG2010PLC000376"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364519
3762,Kavita Gupta,active,1,1,10.0,100.0,"[{""L56003CG2010PLC000376"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364553
3763,Amit Nair,active,1,1,10.0,100.0,"[{""L56003CG2010PLC000376"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364588
3771,Kavita Gupta,active,1,1,10.0,100.0,"[{""L63527DD2010PLC000377"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364638
3772,Amit Nair,active,1,1,10.0,100.0,"[{""L63527DD2010PLC000377"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364670
3773,Sunita Rao,active,1,1,10.0,100.0,"[{""L63527DD2010PLC000377"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364700
3781,Amit Nair,active,1,1,10.0,100.0,"[{""L96117BR2010PLC000378"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364740
3782,Sunita Rao,active,1,1,10.0,100.0,"[{""L96117BR2010PLC000378"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364772
3783,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L96117BR2010PLC000378"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364802
3791,Sunita Rao,active,1,1,10.0,100.0,"[{""L54934WB2010PLC000379"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364835
3792,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L54934WB2010PLC000379"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364864
3793,Anita Desai,active,1,1,10.0,100.0,"[{""L54934WB2010PLC000379"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364894
3801,Anita Desai,active,1,1,10.0,100.0,"[{""L85607TN2010PLC000380"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364927
3802,Vivek Mehta,active,1,1,10.0,100.0,"[{""L85607TN2010PLC000380"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364964
3803,Priya Menon,active,1,1,10.0,100.0,"[{""L85607TN2010PLC000380"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.364997
3811,Vivek Mehta,active,1,1,10.0,100.0,"[{""L47778WB2010PLC000381"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365031
3812,Priya Menon,active,1,1,10.0,100.0,"[{""L47778WB2010PLC000381"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365062
3813,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L47778WB2010PLC000381"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365093
3821,Priya Menon,active,1,1,10.0,100.0,"[{""L16000AS2010PLC000382"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365127
3822,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L16000AS2010PLC000382"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365162
3823,Neha Patel,active,1,1,10.0,100.0,"[{""L16000AS2010PLC000382"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365197
3831,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L10582WB2010PLC000383"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365230
3832,Neha Patel,active,1,1,10.0,100.0,"[{""L10582WB2010PLC000383"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365260
3833,Rahul Iyer,active,1,1,10.0,100.0,"[{""L10582WB2010PLC000383"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365291
3841,Neha Patel,active,1,1,10.0,100.0,"[{""L81195TN2010PLC000384"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365398
3842,Rahul Iyer,active,1,1,10.0,100.0,"[{""L81195TN2010PLC000384"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365475
3843,Kavita Gupta,active,1,1,10.0,100.0,"[{""L81195TN2010PLC000384"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365552
3851,Rahul Iyer,active,1,1,10.0,100.0,"[{""L97476MZ2010PLC000385"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365661
3852,Kavita Gupta,active,1,1,10.0,100.0,"[{""L97476MZ2010PLC000385"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365693
3853,Amit Nair,active,1,1,10.0,100.0,"[{""L97476MZ2010PLC000385"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365723
3861,Kavita Gupta,active,1,1,10.0,100.0,"[{""L64432KL2010PLC000386"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365762
3862,Amit Nair,active,1,1,10.0,100.0,"[{""L64432KL2010PLC000386"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365793
3863,Sunita Rao,active,1,1,10.0,100.0,"[{""L64432KL2010PLC000386"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365824
3871,Amit Nair,active,1,1,10.0,100.0,"[{""L21273MP2010PLC000387"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365855
3872,Sunita Rao,active,1,1,10.0,100.0,"[{""L21273MP2010PLC000387"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365884
3873,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L21273MP2010PLC000387"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365924
3881,Sunita Rao,active,1,1,10.0,100.0,"[{""L31656TN2010PLC000388"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365958
3882,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L31656TN2010PLC000388"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.365989
3883,Anita Desai,active,1,1,10.0,100.0,"[{""L31656TN2010PLC000388"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366024
3891,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L78139ML2010PLC000389"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366057
3892,Anita Desai,active,1,1,10.0,100.0,"[{""L78139ML2010PLC000389"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366093
3893,Vivek Mehta,active,1,1,10.0,100.0,"[{""L78139ML2010PLC000389"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366122
3901,Vivek Mehta,active,1,1,10.0,100.0,"[{""L97538SK2010PLC000390"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366152
3902,Priya Menon,active,1,1,10.0,100.0,"[{""L97538SK2010PLC000390"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366182
3903,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L97538SK2010PLC000390"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366211
3911,Priya Menon,active,1,1,10.0,100.0,"[{""L21672KL2010PLC000391"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366246
3912,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L21672KL2010PLC000391"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366276
3913,Neha Patel,active,1,1,10.0,100.0,"[{""L21672KL2010PLC000391"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366304
3921,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L41219MP2010PLC000392"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366336
3922,Neha Patel,active,1,1,10.0,100.0,"[{""L41219MP2010PLC000392"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366367
3923,Rahul Iyer,active,1,1,10.0,100.0,"[{""L41219MP2010PLC000392"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366398
3931,Neha Patel,active,1,1,10.0,100.0,"[{""L42489MZ2010PLC000393"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366432
3932,Rahul Iyer,active,1,1,10.0,100.0,"[{""L42489MZ2010PLC000393"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366462
3933,Kavita Gupta,active,1,1,10.0,100.0,"[{""L42489MZ2010PLC000393"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366497
3941,Rahul Iyer,active,1,1,10.0,100.0,"[{""L89893MH2010PLC000394"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366527
3942,Kavita Gupta,active,1,1,10.0,100.0,"[{""L89893MH2010PLC000394"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366569
3943,Amit Nair,active,1,1,10.0,100.0,"[{""L89893MH2010PLC000394"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366601
3951,Kavita Gupta,active,1,1,10.0,100.0,"[{""L82053AS2010PLC000395"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366631
3952,Amit Nair,active,1,1,10.0,100.0,"[{""L82053AS2010PLC000395"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366661
3953,Sunita Rao,active,1,1,10.0,100.0,"[{""L82053AS2010PLC000395"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366695
3961,Amit Nair,active,1,1,10.0,100.0,"[{""L38609BR2010PLC000396"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366733
3962,Sunita Rao,active,1,1,10.0,100.0,"[{""L38609BR2010PLC000396"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366767
3963,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L38609BR2010PLC000396"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366796
3971,Sunita Rao,active,1,1,10.0,100.0,"[{""L70884SK2010PLC000397"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366826
3972,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L70884SK2010PLC000397"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366855
3973,Anita Desai,active,1,1,10.0,100.0,"[{""L70884SK2010PLC000397"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366884
3981,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L86025GJ2010PLC000398"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366914
3982,Anita Desai,active,1,1,10.0,100.0,"[{""L86025GJ2010PLC000398"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366944
3983,Vivek Mehta,active,1,1,10.0,100.0,"[{""L86025GJ2010PLC000398"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.366973
3991,Anita Desai,active,1,1,10.0,100.0,"[{""L10116WB2010PLC000399"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367003
3992,Vivek Mehta,active,1,1,10.0,100.0,"[{""L10116WB2010PLC000399"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367032
3993,Priya Menon,active,1,1,10.0,100.0,"[{""L10116WB2010PLC000399"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367061
4001,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L82796OR2010PLC000400"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367094
4002,Neha Patel,active,1,1,10.0,100.0,"[{""L82796OR2010PLC000400"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367125
4003,Rahul Iyer,active,1,1,10.0,100.0,"[{""L82796OR2010PLC000400"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367155
4011,Neha Patel,active,1,1,10.0,100.0,"[{""L56774TN2010PLC000401"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367187
4012,Rahul Iyer,active,1,1,10.0,100.0,"[{""L56774TN2010PLC000401"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367217
4013,Kavita Gupta,active,1,1,10.0,100.0,"[{""L56774TN2010PLC000401"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367246
4021,Rahul Iyer,active,1,1,10.0,100.0,"[{""L10076PY2010PLC000402"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367277
4022,Kavita Gupta,active,1,1,10.0,100.0,"[{""L10076PY2010PLC000402"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367311
4023,Amit Nair,active,1,1,10.0,100.0,"[{""L10076PY2010PLC000402"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367341
4031,Kavita Gupta,active,1,1,10.0,100.0,"[{""L29086KL2010PLC000403"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367370
4032,Amit Nair,active,1,1,10.0,100.0,"[{""L29086KL2010PLC000403"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367399
4033,Sunita Rao,active,1,1,10.0,100.0,"[{""L29086KL2010PLC000403"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367432
4041,Amit Nair,active,1,1,10.0,100.0,"[{""L57000KL2010PLC000404"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367464
4042,Sunita Rao,active,1,1,10.0,100.0,"[{""L57000KL2010PLC000404"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367495
4043,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L57000KL2010PLC000404"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367525
4051,Sunita Rao,active,1,1,10.0,100.0,"[{""L35147AR2010PLC000405"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367555
4052,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L35147AR2010PLC000405"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367599
4053,Anita Desai,active,1,1,10.0,100.0,"[{""L35147AR2010PLC000405"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367628
4061,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L85865WB2010PLC000406"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367660
4062,Anita Desai,active,1,1,10.0,100.0,"[{""L85865WB2010PLC000406"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367689
4063,Vivek Mehta,active,1,1,10.0,100.0,"[{""L85865WB2010PLC000406"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.367719
